timestamp,flex_value,label
2025-06-18T16:01:51.420Z,21,good
2025-06-18T16:01:52.415Z,21,good
2025-06-18T16:01:53.414Z,21,good
2025-06-18T16:01:54.413Z,21,good
2025-06-18T16:01:55.442Z,21,good
2025-06-18T16:01:56.412Z,21,good
2025-06-18T16:01:57.413Z,21,good
2025-06-18T16:01:58.416Z,21,good
2025-06-18T16:01:59.411Z,21,good
2025-06-18T16:02:00.414Z,21,good
2025-06-18T16:02:01.421Z,21,good
2025-06-18T16:02:02.441Z,21,good
2025-06-18T16:02:03.413Z,21,good
2025-06-18T16:02:04.412Z,21,good
2025-06-18T16:02:05.421Z,21,good
2025-06-18T16:02:06.412Z,21,good
2025-06-18T16:02:07.415Z,21,good
2025-06-18T16:02:08.422Z,21,good
2025-06-18T16:02:09.413Z,21,good
2025-06-18T16:02:10.414Z,21,good
2025-06-18T16:02:11.412Z,21,good
2025-06-18T16:02:12.416Z,21,good
2025-06-18T16:02:13.473Z,21,good
2025-06-18T16:02:14.525Z,21,good
2025-06-18T16:02:16.422Z,21,good
2025-06-18T16:02:16.443Z,21,good
2025-06-18T16:02:17.439Z,21,good
2025-06-18T16:02:18.438Z,21,good
2025-06-18T16:02:19.437Z,21,good
2025-06-18T16:02:20.437Z,21,good
2025-06-18T16:02:21.441Z,21,good
2025-06-18T16:02:23.438Z,21,good
2025-06-18T16:02:23.466Z,21,good
2025-06-18T16:02:24.454Z,21,good
2025-06-18T16:02:25.458Z,21,good
2025-06-18T16:02:26.454Z,21,good
2025-06-18T16:02:27.464Z,21,good
2025-06-18T16:02:28.453Z,21,good
2025-06-18T16:02:29.453Z,21,good
2025-06-18T16:02:30.454Z,21,good
2025-06-18T16:02:31.456Z,21,good
2025-06-18T16:02:32.454Z,21,good
2025-06-18T16:02:33.457Z,21,good
2025-06-18T16:02:34.453Z,21,good
2025-06-18T16:02:35.454Z,21,good
2025-06-18T16:02:36.456Z,21,good
2025-06-18T16:02:37.459Z,21,good
2025-06-18T16:02:38.523Z,21,good
2025-06-18T16:02:39.454Z,21,good
2025-06-18T16:02:40.454Z,8,good
2025-06-18T16:02:41.454Z,8,good
2025-06-18T16:02:42.454Z,20,good
2025-06-18T16:02:43.454Z,20,good
2025-06-18T16:02:44.460Z,20,good
2025-06-18T16:02:45.454Z,20,good
2025-06-18T16:02:46.460Z,21,good
2025-06-18T16:02:47.452Z,21,good
2025-06-18T16:02:48.455Z,21,good
2025-06-18T16:02:49.487Z,21,good
2025-06-18T16:02:50.567Z,21,good
2025-06-18T16:02:51.455Z,21,good
2025-06-18T16:02:53.473Z,21,good
2025-06-18T16:02:53.504Z,21,good
2025-06-18T16:02:54.498Z,21,good
2025-06-18T16:02:55.493Z,21,good
2025-06-18T16:02:56.505Z,21,good
2025-06-18T16:02:57.493Z,21,good
2025-06-18T16:02:58.495Z,21,good
2025-06-18T16:02:59.511Z,21,good
2025-06-18T16:03:00.494Z,21,good
2025-06-18T16:03:01.496Z,21,good
2025-06-18T16:03:02.493Z,21,good
2025-06-18T16:03:03.492Z,21,good
2025-06-18T16:03:04.494Z,21,good
2025-06-18T16:03:05.518Z,21,good
2025-06-18T16:03:06.494Z,21,good
2025-06-18T16:03:07.498Z,21,good
2025-06-18T16:03:08.493Z,21,good
2025-06-18T16:03:09.499Z,21,good
2025-06-18T16:03:10.494Z,21,good
2025-06-18T16:03:11.496Z,21,good
2025-06-18T16:03:12.494Z,21,good
2025-06-18T16:03:13.496Z,21,good
2025-06-18T16:03:14.495Z,21,good
2025-06-18T16:03:15.492Z,21,good
2025-06-18T16:03:16.602Z,21,good
2025-06-18T16:03:17.494Z,21,good
2025-06-18T16:03:18.493Z,21,good
2025-06-18T16:03:19.494Z,21,good
2025-06-18T16:03:20.495Z,21,good
2025-06-18T16:03:21.494Z,21,good
2025-06-18T16:03:22.495Z,21,good
2025-06-18T16:03:23.493Z,21,good
2025-06-18T16:03:24.497Z,21,good
2025-06-18T16:03:25.493Z,21,good
2025-06-18T16:03:26.496Z,21,good
2025-06-18T16:03:27.493Z,21,good
2025-06-18T16:03:28.502Z,21,good
2025-06-18T16:03:29.497Z,21,good
2025-06-18T16:03:30.496Z,21,good
2025-06-18T16:03:31.495Z,21,good
2025-06-18T16:03:32.493Z,21,good
2025-06-18T16:03:33.492Z,21,good
2025-06-18T16:03:34.498Z,21,good
2025-06-18T16:03:35.493Z,21,good
2025-06-18T16:03:36.493Z,21,good
2025-06-18T16:03:37.494Z,21,good
2025-06-18T16:03:38.493Z,21,good
2025-06-18T16:03:39.492Z,21,good
2025-06-18T16:03:40.578Z,21,good
2025-06-18T16:03:41.500Z,21,good
2025-06-18T16:03:42.492Z,21,good
2025-06-18T16:03:43.498Z,21,good
2025-06-18T16:03:44.494Z,21,good
2025-06-18T16:03:45.498Z,21,good
2025-06-18T16:03:46.497Z,21,good
2025-06-18T16:03:47.495Z,21,good
2025-06-18T16:03:48.497Z,21,good
2025-06-18T16:03:49.504Z,21,good
2025-06-18T16:03:50.493Z,21,good
2025-06-18T16:03:51.546Z,21,good
2025-06-18T16:03:52.492Z,21,good
2025-06-18T16:03:53.495Z,21,good
2025-06-18T16:03:54.501Z,21,good
2025-06-18T16:03:55.493Z,21,good
2025-06-18T16:03:56.492Z,21,good
2025-06-18T16:03:57.495Z,21,good
2025-06-18T16:03:58.498Z,21,good
2025-06-18T16:03:59.493Z,21,good
2025-06-18T16:04:00.494Z,21,good
2025-06-18T16:04:01.557Z,21,good
2025-06-18T16:04:02.494Z,21,good
2025-06-18T16:04:03.497Z,21,good
2025-06-18T16:04:04.494Z,21,good
2025-06-18T16:04:05.524Z,21,good
2025-06-18T16:04:06.554Z,21,good
2025-06-18T16:04:07.493Z,21,good
2025-06-18T16:04:08.493Z,21,good
2025-06-18T16:04:09.493Z,21,good
2025-06-18T16:04:10.491Z,21,good
2025-06-18T16:04:12.500Z,21,good
2025-06-18T16:04:13.822Z,21,good
2025-06-18T16:04:17.788Z,21,good
2025-06-18T16:04:17.855Z,21,good
2025-06-18T16:04:18.808Z,21,good
2025-06-18T16:04:19.809Z,21,good
2025-06-18T16:04:20.804Z,21,good
2025-06-18T16:04:23.050Z,21,good
2025-06-18T16:04:24.034Z,21,good
2025-06-18T16:04:25.036Z,21,good
2025-06-18T16:04:27.045Z,21,good
2025-06-18T16:04:27.064Z,21,good
2025-06-18T16:04:28.061Z,21,good
2025-06-18T16:04:29.082Z,21,good
2025-06-18T16:04:30.108Z,21,good
2025-06-18T16:04:32.069Z,21,good
2025-06-18T16:04:35.430Z,21,good
2025-06-18T16:04:35.476Z,21,good
2025-06-18T16:04:36.448Z,21,good
2025-06-18T16:04:37.446Z,21,good
2025-06-18T16:04:38.445Z,21,good
2025-06-18T16:04:39.446Z,21,good
2025-06-18T16:04:40.446Z,21,good
2025-06-18T16:04:41.445Z,21,good
2025-06-18T16:04:42.446Z,21,good
2025-06-18T16:04:43.456Z,21,good
2025-06-18T16:04:44.446Z,21,good
2025-06-18T16:04:45.447Z,21,good
2025-06-18T16:04:46.446Z,21,good
2025-06-18T16:04:47.445Z,21,good
2025-06-18T16:04:48.445Z,21,good
2025-06-18T16:04:49.447Z,21,good
2025-06-18T16:04:50.447Z,21,good
2025-06-18T16:04:51.445Z,21,good
2025-06-18T16:04:52.445Z,21,good
2025-06-18T16:04:53.451Z,21,good
2025-06-18T16:04:54.473Z,21,good
2025-06-18T16:04:55.498Z,21,good
2025-06-18T16:04:56.454Z,21,good
2025-06-18T16:04:57.444Z,21,good
2025-06-18T16:04:58.445Z,21,good
2025-06-18T16:04:59.445Z,21,good
2025-06-18T16:05:00.450Z,21,good
2025-06-18T16:05:01.445Z,21,good
2025-06-18T16:05:02.448Z,21,good
2025-06-18T16:05:03.445Z,21,good
2025-06-18T16:05:04.449Z,21,good
2025-06-18T16:05:05.445Z,21,good
2025-06-18T16:05:06.555Z,21,good
2025-06-18T16:05:07.448Z,21,good
2025-06-18T16:05:08.455Z,21,good
2025-06-18T16:05:09.445Z,21,good
2025-06-18T16:05:10.449Z,21,good
2025-06-18T16:05:11.445Z,21,good
2025-06-18T16:05:12.447Z,21,good
2025-06-18T16:05:13.461Z,21,good
2025-06-18T16:05:15.455Z,21,good
2025-06-18T16:05:15.482Z,21,good
2025-06-18T16:05:16.473Z,21,good
2025-06-18T16:05:17.472Z,21,good
2025-06-18T16:05:18.476Z,21,good
2025-06-18T16:05:19.551Z,21,good
2025-06-18T16:05:20.500Z,21,good
2025-06-18T16:05:21.475Z,21,good
2025-06-18T16:05:22.472Z,21,good
2025-06-18T16:05:23.471Z,21,good
2025-06-18T16:05:24.473Z,21,good
2025-06-18T16:05:25.472Z,21,good
2025-06-18T16:05:26.472Z,21,good
2025-06-18T16:05:27.472Z,21,good
2025-06-18T16:05:28.474Z,21,good
2025-06-18T16:05:29.471Z,21,good
2025-06-18T16:05:30.471Z,21,good
2025-06-18T16:05:31.489Z,21,good
2025-06-18T16:05:32.567Z,21,good
2025-06-18T16:05:33.474Z,21,good
2025-06-18T16:05:34.471Z,21,good
2025-06-18T16:05:35.473Z,21,good
2025-06-18T16:05:36.474Z,21,good
2025-06-18T16:05:37.474Z,21,good
2025-06-18T16:05:38.473Z,21,good
2025-06-18T16:05:40.484Z,21,good
2025-06-18T16:05:40.500Z,21,good
2025-06-18T16:05:41.508Z,21,good
2025-06-18T16:05:42.501Z,21,good
2025-06-18T16:05:43.515Z,21,good
2025-06-18T16:05:44.500Z,21,good
2025-06-18T16:05:45.506Z,21,good
2025-06-18T16:05:46.500Z,21,good
2025-06-18T16:05:47.503Z,21,good
2025-06-18T16:05:48.541Z,21,good
2025-06-18T16:05:49.502Z,21,good
2025-06-18T16:05:50.501Z,21,good
2025-06-18T16:05:51.503Z,21,good
2025-06-18T16:05:52.503Z,21,good
2025-06-18T16:05:53.503Z,21,good
2025-06-18T16:05:54.503Z,21,good
2025-06-18T16:05:55.514Z,21,good
2025-06-18T16:05:56.528Z,21,good
2025-06-18T16:05:57.551Z,21,good
2025-06-18T16:05:58.576Z,21,good
2025-06-18T16:05:59.500Z,21,good
2025-06-18T16:06:00.500Z,21,good
2025-06-18T16:06:01.501Z,21,good
2025-06-18T16:06:02.506Z,21,good
2025-06-18T16:06:03.506Z,21,good
2025-06-18T16:06:04.502Z,21,good
2025-06-18T16:06:05.499Z,21,good
2025-06-18T16:06:06.500Z,21,good
2025-06-18T16:06:07.499Z,21,good
2025-06-18T16:06:08.505Z,21,good
2025-06-18T16:06:09.509Z,21,good
2025-06-18T16:06:10.501Z,21,good
2025-06-18T16:06:11.499Z,21,good
2025-06-18T16:06:12.499Z,21,good
2025-06-18T16:06:13.500Z,21,good
2025-06-18T16:06:14.502Z,21,good
2025-06-18T16:06:15.511Z,21,good
2025-06-18T16:06:16.500Z,21,good
2025-06-18T16:06:17.504Z,21,good
2025-06-18T16:06:18.499Z,21,good
2025-06-18T16:06:19.503Z,21,good
2025-06-18T16:06:20.499Z,21,good
2025-06-18T16:06:21.515Z,21,good
2025-06-18T16:06:22.538Z,21,good
2025-06-18T16:06:23.505Z,21,good
2025-06-18T16:06:24.498Z,21,good
2025-06-18T16:06:25.499Z,21,good
2025-06-18T16:06:26.498Z,21,good
2025-06-18T16:06:27.500Z,21,good
2025-06-18T16:06:28.497Z,21,good
2025-06-18T16:06:29.497Z,21,good
2025-06-18T16:06:30.498Z,21,good
2025-06-18T16:06:31.498Z,21,good
2025-06-18T16:06:32.503Z,21,good
2025-06-18T16:06:33.594Z,21,good
2025-06-18T16:06:34.498Z,21,good
2025-06-18T16:06:35.512Z,21,good
2025-06-18T16:06:36.500Z,21,good
2025-06-18T16:06:37.498Z,21,good
2025-06-18T16:06:38.501Z,21,good
2025-06-18T16:06:39.499Z,21,good
2025-06-18T16:06:40.498Z,21,good
2025-06-18T16:06:41.503Z,21,good
2025-06-18T16:06:42.498Z,21,good
2025-06-18T16:06:43.497Z,21,good
2025-06-18T16:06:44.498Z,21,good
2025-06-18T16:06:45.498Z,21,good
2025-06-18T16:06:46.570Z,21,good
2025-06-18T16:06:47.540Z,21,good
2025-06-18T16:06:48.497Z,21,good
2025-06-18T16:06:49.502Z,21,good
2025-06-18T16:06:50.498Z,21,good
2025-06-18T16:06:51.501Z,21,good
2025-06-18T16:06:52.496Z,21,good
2025-06-18T16:06:53.512Z,21,good
2025-06-18T16:06:54.497Z,21,good
2025-06-18T16:06:55.502Z,21,good
2025-06-18T16:06:56.500Z,21,good
2025-06-18T16:06:57.513Z,21,good
2025-06-18T16:06:58.582Z,21,good
2025-06-18T16:06:59.613Z,21,good
2025-06-18T16:07:00.497Z,21,good
2025-06-18T16:07:01.497Z,21,good
2025-06-18T16:07:02.498Z,21,good
2025-06-18T16:07:03.496Z,21,good
2025-06-18T16:07:04.497Z,21,good
2025-06-18T16:07:05.497Z,21,good
2025-06-18T16:07:06.510Z,21,good
2025-06-18T16:07:07.495Z,21,good
2025-06-18T16:07:08.499Z,21,good
2025-06-18T16:07:09.496Z,21,good
2025-06-18T16:07:10.505Z,21,good
2025-06-18T16:07:11.498Z,21,good
2025-06-18T16:07:12.548Z,21,good
2025-06-18T16:07:13.531Z,21,good
2025-06-18T16:07:14.608Z,21,good
2025-06-18T16:07:15.689Z,21,good
2025-06-18T16:07:16.613Z,21,good
2025-06-18T16:07:17.551Z,21,good
2025-06-18T16:07:18.539Z,21,good
2025-06-18T16:07:19.595Z,21,good
2025-06-18T16:07:20.497Z,21,good
2025-06-18T16:07:21.508Z,21,good
2025-06-18T16:07:22.498Z,21,good
2025-06-18T16:07:23.504Z,21,good
2025-06-18T16:07:24.563Z,21,good
2025-06-18T16:07:25.611Z,21,good
2025-06-18T16:07:26.509Z,21,good
2025-06-18T16:07:27.502Z,21,good
2025-06-18T16:07:28.497Z,21,good
2025-06-18T16:07:58.711Z,21,good
2025-06-18T16:07:59.705Z,21,good
2025-06-18T16:08:00.707Z,21,good
2025-06-18T16:08:01.702Z,21,good
2025-06-18T16:08:02.705Z,21,good
2025-06-18T16:08:03.708Z,21,good
2025-06-18T16:08:04.703Z,21,good
2025-06-18T16:08:05.702Z,21,good
2025-06-18T16:08:06.712Z,21,good
2025-06-18T16:08:07.701Z,21,good
2025-06-18T16:08:08.703Z,21,good
2025-06-18T16:08:09.703Z,21,good
2025-06-18T16:08:10.706Z,21,good
2025-06-18T16:08:11.700Z,21,good
2025-06-18T16:08:12.705Z,21,good
2025-06-18T16:08:13.700Z,21,good
2025-06-18T16:08:14.704Z,21,good
2025-06-18T16:08:15.792Z,21,good
2025-06-18T16:08:16.705Z,21,good
2025-06-18T16:08:17.702Z,21,good
2025-06-18T16:08:18.700Z,21,good
2025-06-18T16:08:19.699Z,21,good
2025-06-18T16:08:20.699Z,21,good
2025-06-18T16:08:21.704Z,21,good
2025-06-18T16:08:22.705Z,21,good
2025-06-18T16:08:23.699Z,21,good
2025-06-18T16:08:24.704Z,21,good
2025-06-18T16:08:25.699Z,21,good
2025-06-18T16:08:26.722Z,21,good
2025-06-18T16:08:27.705Z,21,good
2025-06-18T16:08:28.702Z,21,good
2025-06-18T16:08:29.702Z,21,good
2025-06-18T16:08:30.699Z,21,good
2025-06-18T16:08:31.701Z,21,good
2025-06-18T16:08:32.704Z,21,good
2025-06-18T16:08:33.699Z,21,good
2025-06-18T16:08:34.702Z,21,good
2025-06-18T16:08:35.699Z,21,good
2025-06-18T16:08:36.699Z,21,good
2025-06-18T16:08:37.701Z,21,good
2025-06-18T16:08:38.727Z,21,good
2025-06-18T16:08:39.752Z,21,good
2025-06-18T16:08:40.781Z,21,good
2025-06-18T16:08:41.699Z,21,good
2025-06-18T16:08:42.699Z,21,good
2025-06-18T16:08:43.699Z,21,good
2025-06-18T16:08:44.707Z,21,good
2025-06-18T16:08:45.698Z,21,good
2025-06-18T16:08:46.700Z,21,good
2025-06-18T16:08:47.698Z,21,good
2025-06-18T16:08:48.701Z,21,good
2025-06-18T16:08:49.698Z,21,good
2025-06-18T16:08:50.698Z,21,good
2025-06-18T16:08:51.733Z,21,good
2025-06-18T16:08:52.698Z,21,good
2025-06-18T16:08:53.698Z,21,good
2025-06-18T16:08:54.700Z,21,good
2025-06-18T16:08:55.698Z,21,good
2025-06-18T16:08:56.698Z,21,good
2025-06-18T16:08:57.699Z,21,good
2025-06-18T16:08:58.699Z,21,good
2025-06-18T16:08:59.698Z,21,good
2025-06-18T16:09:00.698Z,21,good
2025-06-18T16:09:01.706Z,21,good
2025-06-18T16:09:02.697Z,21,good
2025-06-18T16:09:03.740Z,21,good
2025-06-18T16:09:04.738Z,21,good
2025-06-18T16:09:05.780Z,21,good
2025-06-18T16:09:06.786Z,21,good
2025-06-18T16:09:10.414Z,21,good
2025-06-18T16:09:10.432Z,21,good
2025-06-18T16:09:11.435Z,21,good
2025-06-18T16:09:12.430Z,21,good
2025-06-18T16:09:13.436Z,21,good
2025-06-18T16:09:14.432Z,21,good
2025-06-18T16:09:15.428Z,21,good
2025-06-18T16:09:16.432Z,21,good
2025-06-18T16:09:17.436Z,21,good
2025-06-18T16:09:18.463Z,21,good
2025-06-18T16:09:19.429Z,21,good
2025-06-18T16:09:20.429Z,21,good
2025-06-18T16:09:21.429Z,21,good
2025-06-18T16:09:22.428Z,21,good
2025-06-18T16:09:23.429Z,21,good
2025-06-18T16:09:25.522Z,21,good
2025-06-18T16:09:25.542Z,21,good
2025-06-18T16:09:26.542Z,21,good
2025-06-18T16:09:27.542Z,21,good
2025-06-18T16:09:28.541Z,21,good
2025-06-18T16:09:29.541Z,21,good
2025-06-18T16:09:30.564Z,21,good
2025-06-18T16:09:31.541Z,21,good
2025-06-18T16:09:32.543Z,21,good
2025-06-18T16:09:33.547Z,21,good
2025-06-18T16:09:34.541Z,21,good
2025-06-18T16:09:35.541Z,21,good
2025-06-18T16:09:36.540Z,21,good
2025-06-18T16:09:37.545Z,21,good
2025-06-18T16:09:38.546Z,21,good
2025-06-18T16:09:39.543Z,21,good
2025-06-18T16:09:40.543Z,21,good
2025-06-18T16:09:41.618Z,21,good
2025-06-18T16:09:42.627Z,21,good
2025-06-18T16:09:43.543Z,21,good
2025-06-18T16:09:44.547Z,21,good
2025-06-18T16:09:45.541Z,21,good
2025-06-18T16:09:46.541Z,21,good
2025-06-18T16:22:48.083Z,17,good
2025-06-18T16:22:49.065Z,24,good
2025-06-18T16:22:50.067Z,24,good
2025-06-18T16:22:51.065Z,21,good
2025-06-18T16:22:52.070Z,21,good
2025-06-18T16:22:53.061Z,17,good
2025-06-18T16:22:54.071Z,20,good
2025-06-18T16:22:55.061Z,22,good
2025-06-18T16:22:56.065Z,24,good
2025-06-18T16:22:57.065Z,24,good
2025-06-18T16:22:59.074Z,15,bad
2025-06-18T16:23:02.109Z,41,good
2025-06-18T16:23:02.129Z,12,bad
2025-06-18T16:23:04.151Z,40,good
2025-06-18T16:23:04.176Z,20,good
2025-06-18T16:23:05.175Z,20,good
2025-06-18T16:23:06.167Z,24,good
2025-06-18T16:23:07.171Z,21,good
2025-06-18T16:23:08.184Z,12,bad
2025-06-18T16:23:09.171Z,48,good
2025-06-18T16:23:10.169Z,15,bad
2025-06-18T16:23:11.171Z,40,good
2025-06-18T16:23:12.167Z,20,good
2025-06-18T16:23:13.167Z,20,good
2025-06-18T16:23:14.166Z,20,good
2025-06-18T16:23:15.166Z,21,good
2025-06-18T16:23:16.166Z,19,good
2025-06-18T16:23:17.166Z,19,good
2025-06-18T16:23:18.166Z,20,good
2025-06-18T16:23:19.167Z,21,good
2025-06-18T16:23:20.189Z,21,good
2025-06-18T16:23:21.213Z,12,bad
2025-06-18T16:23:22.236Z,42,good
2025-06-18T16:23:23.167Z,14,bad
2025-06-18T16:23:24.167Z,39,good
2025-06-18T16:23:25.167Z,14,bad
2025-06-18T16:23:26.167Z,31,good
2025-06-18T16:23:27.166Z,14,bad
2025-06-18T16:23:28.169Z,33,good
2025-06-18T16:23:29.165Z,22,good
2025-06-18T16:23:30.165Z,21,good
2025-06-18T16:23:31.170Z,21,good
2025-06-18T16:23:32.165Z,21,good
2025-06-18T16:23:33.166Z,21,good
2025-06-18T16:23:34.166Z,21,good
2025-06-18T16:23:35.165Z,21,good
2025-06-18T16:23:36.165Z,21,good
2025-06-18T16:23:37.166Z,21,good
2025-06-18T16:23:38.166Z,21,good
2025-06-18T16:23:39.171Z,21,good
2025-06-18T16:23:40.165Z,21,good
2025-06-18T16:23:41.173Z,21,good
2025-06-18T16:23:42.165Z,21,good
2025-06-18T16:23:43.169Z,21,good
2025-06-18T16:23:44.164Z,21,good
2025-06-18T16:23:45.169Z,21,good
2025-06-18T16:23:46.167Z,21,good
2025-06-18T16:23:47.166Z,21,good
2025-06-18T16:23:48.165Z,21,good
2025-06-18T16:23:49.166Z,21,good
2025-06-18T16:23:50.170Z,21,good
2025-06-18T16:23:51.166Z,21,good
2025-06-18T16:23:52.174Z,21,good
2025-06-18T16:23:53.166Z,21,good
2025-06-18T16:23:54.165Z,21,good
2025-06-18T16:23:55.169Z,21,good
2025-06-18T16:23:56.172Z,21,good
2025-06-18T16:23:57.175Z,21,good
2025-06-18T16:23:58.172Z,21,good
2025-06-18T16:23:59.168Z,21,good
2025-06-18T16:24:00.166Z,21,good
2025-06-18T16:24:01.164Z,21,good
2025-06-18T16:24:02.168Z,21,good
2025-06-18T16:24:03.166Z,21,good
2025-06-18T16:24:04.167Z,21,good
2025-06-18T16:24:05.165Z,21,good
2025-06-18T16:24:06.166Z,21,good
2025-06-18T16:24:07.178Z,21,good
2025-06-18T16:24:08.166Z,21,good
2025-06-18T16:24:09.171Z,21,good
2025-06-18T16:24:10.168Z,21,good
2025-06-18T16:24:11.219Z,21,good
2025-06-18T16:24:12.207Z,21,good
2025-06-18T16:24:13.170Z,21,good
2025-06-18T16:24:14.166Z,21,good
2025-06-18T16:24:15.171Z,21,good
2025-06-18T16:24:16.170Z,21,good
2025-06-18T16:24:17.186Z,21,good
2025-06-18T16:24:18.187Z,21,good
2025-06-18T16:24:19.167Z,21,good
2025-06-18T16:24:20.166Z,21,good
2025-06-18T16:24:21.168Z,21,good
2025-06-18T16:24:22.166Z,21,good
2025-06-18T16:24:23.265Z,21,good
2025-06-18T16:24:24.167Z,21,good
2025-06-18T16:24:26.313Z,21,good
2025-06-18T16:24:27.428Z,21,good
2025-06-18T16:24:28.326Z,21,good
2025-06-18T16:24:29.307Z,21,good
2025-06-18T16:24:30.308Z,21,good
2025-06-18T16:24:31.307Z,21,good
2025-06-18T16:24:33.320Z,21,good
2025-06-18T16:24:33.344Z,21,good
2025-06-18T16:24:34.341Z,21,good
2025-06-18T16:24:35.341Z,21,good
2025-06-18T16:24:36.373Z,21,good
2025-06-18T16:24:37.398Z,10,bad
2025-06-18T16:24:38.435Z,37,good
2025-06-18T16:24:39.343Z,12,bad
2025-06-18T16:24:40.339Z,41,good
2025-06-18T16:24:41.339Z,12,bad
2025-06-18T16:24:42.340Z,39,good
2025-06-18T16:24:43.339Z,12,bad
2025-06-18T16:24:44.341Z,36,good
2025-06-18T16:24:45.342Z,13,bad
2025-06-18T16:24:46.346Z,32,good
2025-06-18T16:24:47.341Z,14,bad
2025-06-18T16:24:48.344Z,38,good
2025-06-18T16:24:49.354Z,20,good
2025-06-18T16:24:50.343Z,21,good
2025-06-18T16:24:51.341Z,21,good
2025-06-18T16:24:52.344Z,12,bad
2025-06-18T16:24:53.345Z,42,good
2025-06-18T16:24:54.338Z,13,bad
2025-06-18T16:24:55.340Z,36,good
2025-06-18T16:24:56.340Z,13,bad
2025-06-18T16:24:57.338Z,40,good
2025-06-18T16:24:58.341Z,21,good
2025-06-18T16:24:59.351Z,21,good
2025-06-18T16:25:00.343Z,21,good
2025-06-18T16:25:01.357Z,21,good
2025-06-18T16:25:02.390Z,21,good
2025-06-18T16:25:03.408Z,21,good
2025-06-18T16:25:04.340Z,21,good
2025-06-19T12:01:15.135Z,21,good
2025-06-19T12:01:16.082Z,20,good
2025-06-19T12:01:17.095Z,20,good
